Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Mercedes,GLA,2019,3.2,Petrol,Manual,228821,2,1,8423
Bmw,3 SERIES,2006,1.5,Electric,Automatic,56072,2,5,9778
Mercedes,GLA,2010,1.8,Electric,Semi-automatic,207513,2,3,6749
Volkswagen,GOLF,2009,2.2,Electric,Manual,81646,3,4,9367
Honda,ACCORD,2013,4.2,Hybrid,Manual,26112,3,3,12677
Ford,FOCUS,2000,4.1,Diesel,Automatic,76181,5,2,8176
Kia,OPTIMA,2007,4.4,Electric,Automatic,127257,2,4,11554
Volkswagen,PASSAT,2021,4.4,Electric,Manual,264147,3,1,11517
Hyundai,TUCSON,2013,4.8,Petrol,Automatic,295066,4,4,8398
Audi,Q5,2020,4.2,Hybrid,Manual,3079,5,4,15238
Hyundai,TUCSON,2006,4.3,Petrol,Automatic,253889,4,3,6622
Honda,ACCORD,2014,1.3,Petrol,Automatic,189428,2,2,7311
Toyota,CAMRY,2005,2.5,Hybrid,Manual,222867,3,4,4642
Honda,CIVIC,2003,2.9,Petrol,Automatic,148212,5,2,6435
Kia,SPORTAGE,2013,2.5,Petrol,Manual,150408,5,1,7491
Audi,Q5,2002,4.1,Electric,Automatic,291071,3,2,6478
Toyota,COROLLA,2007,4.7,Diesel,Semi-automatic,211715,2,4,6665
Toyota,COROLLA,2004,3.8,Electric,Automatic,128273,4,1,10034
Mercedes,GLA,2009,1.4,Petrol,Semi-automatic,195977,3,5,4280
Hyundai,TUCSON,2016,4.4,Electric,Automatic,115042,3,1,14499
Honda,CIVIC,2003,2.4,Hybrid,Automatic,282222,2,5,4255
Mercedes,C-CLASS,2004,2.9,Electric,Semi-automatic,165008,3,1,6899
Toyota,COROLLA,2018,4.1,Electric,Automatic,164802,5,1,13803
Kia,SPORTAGE,2007,2.8,Diesel,Semi-automatic,247347,2,3,4053
Audi,Q5,2019,3.9,Diesel,Automatic,298275,3,3,9234
Kia,OPTIMA,2022,1.5,Electric,Semi-automatic,204331,4,5,10113
Kia,SPORTAGE,2022,1.9,Hybrid,Semi-automatic,169512,3,3,10209
Bmw,5 SERIES,2020,1.4,Petrol,Manual,14981,3,5,11200
Mercedes,GLA,2019,1.5,Petrol,Manual,63515,3,5,10029
Audi,A3,2005,3.1,Diesel,Manual,225946,4,2,4181
Chevrolet,EQUINOX,2016,3.2,Hybrid,Manual,69485,4,4,11710
Volkswagen,TIGUAN,2000,1.1,Hybrid,Semi-automatic,184353,5,2,2512
Audi,A3,2005,4.1,Electric,Manual,245950,4,2,6781
Hyundai,TUCSON,2010,4.2,Petrol,Manual,43357,2,1,10432
Audi,Q5,2015,1.2,Hybrid,Manual,238115,5,5,6037
Chevrolet,EQUINOX,2017,3.9,Petrol,Semi-automatic,53263,4,5,12034
Mercedes,C-CLASS,2017,2.2,Petrol,Manual,60725,4,1,10185
Audi,A4,2017,2.9,Hybrid,Semi-automatic,13036,4,3,12839
Chevrolet,MALIBU,2008,1.9,Diesel,Semi-automatic,200249,3,4,4395
Hyundai,SONATA,2009,4.6,Diesel,Semi-automatic,207314,4,3,7253
Hyundai,SONATA,2000,1.8,Petrol,Semi-automatic,145628,5,2,2987
Kia,RIO,2002,2.3,Diesel,Semi-automatic,246922,5,3,2061
Audi,Q5,2023,2.1,Hybrid,Semi-automatic,207880,2,3,9942
Kia,SPORTAGE,2002,4.8,Petrol,Automatic,199318,5,1,7013
Ford,FIESTA,2006,3.7,Hybrid,Semi-automatic,193331,4,3,6733
Bmw,3 SERIES,2023,3.5,Hybrid,Automatic,164915,2,3,13701
Volkswagen,PASSAT,2003,3.8,Hybrid,Automatic,123338,5,4,8833
Volkswagen,GOLF,2017,4.0,Hybrid,Manual,223606,5,4,9727
Volkswagen,GOLF,2011,1.9,Hybrid,Manual,42520,2,3,9449
Ford,FOCUS,2014,3.7,Petrol,Semi-automatic,233520,2,3,7329
Chevrolet,IMPALA,2018,4.0,Petrol,Automatic,74435,4,5,13511
Mercedes,GLA,2007,1.2,Hybrid,Manual,79659,5,5,6806
Honda,ACCORD,2013,3.9,Diesel,Semi-automatic,184064,4,4,8218
Ford,EXPLORER,2012,3.1,Hybrid,Semi-automatic,279835,5,1,6203
Bmw,X5,2006,4.7,Electric,Automatic,91669,3,4,12266
Hyundai,TUCSON,2013,4.5,Electric,Automatic,289405,2,1,10211
Chevrolet,EQUINOX,2022,1.8,Electric,Semi-automatic,68807,5,4,13123
Ford,FOCUS,2022,2.0,Diesel,Automatic,220849,4,1,9783
Bmw,X5,2003,1.3,Petrol,Semi-automatic,86199,5,1,4576
Chevrolet,EQUINOX,2023,4.8,Hybrid,Automatic,181534,2,4,14669
Volkswagen,TIGUAN,2016,3.5,Petrol,Manual,48780,4,5,11424
Honda,CR-V,2011,4.4,Hybrid,Semi-automatic,35353,5,3,12092
Volkswagen,PASSAT,2010,2.3,Hybrid,Automatic,130547,4,3,9289
Volkswagen,GOLF,2001,3.8,Diesel,Manual,250716,5,4,3185
Ford,FOCUS,2017,2.0,Diesel,Semi-automatic,141608,5,4,8367
Mercedes,C-CLASS,2000,1.1,Petrol,Semi-automatic,117793,4,3,2844
Chevrolet,MALIBU,2021,2.4,Electric,Manual,285074,3,1,9098
Kia,RIO,2020,3.1,Petrol,Semi-automatic,244385,2,5,8312
Kia,RIO,2020,4.3,Hybrid,Automatic,270057,5,4,11498
Honda,ACCORD,2007,2.9,Petrol,Automatic,177432,4,1,7051
Bmw,3 SERIES,2015,4.4,Hybrid,Manual,127685,2,1,11446
Volkswagen,TIGUAN,2019,1.4,Diesel,Semi-automatic,133616,5,2,8527
Ford,FOCUS,2008,2.3,Electric,Automatic,143560,4,1,9428
Bmw,5 SERIES,2000,4.3,Petrol,Semi-automatic,12675,3,4,8146
Bmw,3 SERIES,2019,2.4,Hybrid,Manual,259033,3,5,8019
Volkswagen,PASSAT,2019,3.1,Diesel,Automatic,47734,5,1,13445
Volkswagen,PASSAT,2023,3.3,Petrol,Automatic,193194,4,1,11936
Bmw,3 SERIES,2003,3.6,Hybrid,Semi-automatic,25567,2,2,9088
Bmw,3 SERIES,2015,4.0,Electric,Semi-automatic,151680,4,3,11566
Chevrolet,IMPALA,2001,2.0,Hybrid,Manual,6031,3,4,7279
Hyundai,TUCSON,2015,3.2,Hybrid,Semi-automatic,52021,4,1,11759
Audi,Q5,2020,4.9,Diesel,Manual,251250,4,2,9975
Mercedes,E-CLASS,2009,3.6,Electric,Manual,51350,5,1,11373
Toyota,COROLLA,2002,2.2,Diesel,Automatic,118575,2,1,6028
Hyundai,SONATA,2022,1.4,Diesel,Automatic,72981,5,4,12140
Chevrolet,MALIBU,2013,3.4,Diesel,Automatic,167054,3,2,9558
Hyundai,SONATA,2004,1.9,Petrol,Manual,13436,3,3,6931
Ford,FOCUS,2022,4.7,Petrol,Semi-automatic,99254,3,4,13414
Volkswagen,PASSAT,2017,1.6,Petrol,Semi-automatic,175432,5,3,7291
Volkswagen,TIGUAN,2009,1.1,Petrol,Semi-automatic,206638,4,5,3767
Bmw,3 SERIES,2021,3.2,Petrol,Manual,101752,3,4,11564
Bmw,5 SERIES,2007,3.7,Diesel,Automatic,163981,3,2,8120
Kia,RIO,2018,2.8,Electric,Semi-automatic,127103,2,3,11757
Kia,OPTIMA,2011,1.4,Electric,Automatic,233074,3,5,7638
Bmw,3 SERIES,2011,2.6,Petrol,Automatic,124601,3,2,9007
Volkswagen,TIGUAN,2003,2.4,Petrol,Automatic,51849,5,5,7863
Audi,Q5,2014,4.9,Petrol,Manual,244275,2,4,8314
Honda,CR-V,2001,2.8,Hybrid,Semi-automatic,74603,4,1,6707
Hyundai,TUCSON,2016,1.2,Petrol,Semi-automatic,249937,3,1,5101
Kia,SPORTAGE,2002,3.4,Diesel,Semi-automatic,230574,4,2,3488
Kia,RIO,2001,1.8,Diesel,Manual,284979,2,5,2000
Volkswagen,GOLF,2004,3.5,Petrol,Automatic,271334,3,2,4873
Kia,OPTIMA,2002,1.9,Hybrid,Automatic,167617,4,4,5747
Mercedes,E-CLASS,2007,4.6,Electric,Manual,202817,3,5,8743
Chevrolet,EQUINOX,2010,4.9,Hybrid,Manual,113571,4,3,10728
Audi,Q5,2018,4.9,Electric,Semi-automatic,200089,2,2,12398
Chevrolet,EQUINOX,2008,4.4,Petrol,Semi-automatic,197298,5,2,6954
Toyota,CAMRY,2020,1.9,Petrol,Manual,238459,4,4,7230
Chevrolet,EQUINOX,2018,2.0,Electric,Semi-automatic,291807,4,3,7663
Hyundai,ELANTRA,2010,3.4,Electric,Manual,19253,3,3,12114
Ford,EXPLORER,2007,2.3,Electric,Automatic,213607,4,3,7727
Toyota,RAV4,2021,4.6,Diesel,Manual,168805,3,3,11623
Chevrolet,IMPALA,2000,1.7,Hybrid,Automatic,269757,3,4,2904
Mercedes,C-CLASS,2018,4.2,Diesel,Manual,30677,2,1,13086
Chevrolet,IMPALA,2011,3.0,Petrol,Automatic,287480,2,5,6150
Toyota,CAMRY,2011,1.5,Hybrid,Automatic,283190,3,5,5736
Kia,RIO,2001,3.7,Electric,Semi-automatic,82829,3,4,8443
Chevrolet,MALIBU,2020,2.5,Hybrid,Manual,161235,4,3,10375
Chevrolet,IMPALA,2010,3.7,Diesel,Manual,147961,3,2,7840
Mercedes,C-CLASS,2017,2.2,Electric,Automatic,13096,3,2,14638
Volkswagen,PASSAT,2007,2.0,Diesel,Semi-automatic,298306,3,1,2233
Hyundai,ELANTRA,2010,1.7,Electric,Manual,215848,2,1,6483
Chevrolet,MALIBU,2012,3.6,Hybrid,Automatic,130041,5,4,11199
Bmw,3 SERIES,2002,2.7,Electric,Manual,142550,2,2,6549
Chevrolet,EQUINOX,2015,3.4,Petrol,Semi-automatic,168771,2,3,8624
Audi,A3,2005,4.2,Petrol,Manual,162896,4,5,6542
Kia,RIO,2001,4.3,Hybrid,Semi-automatic,149833,5,4,6703
Bmw,5 SERIES,2013,3.2,Petrol,Automatic,278860,4,4,7122
Audi,A4,2011,1.1,Hybrid,Automatic,140668,5,1,8186
Chevrolet,IMPALA,2010,5.0,Hybrid,Automatic,162415,4,2,11351
Honda,CR-V,2002,4.2,Diesel,Semi-automatic,56697,3,4,7766
Mercedes,C-CLASS,2000,4.7,Petrol,Manual,173615,5,4,5327
Hyundai,SONATA,2006,1.5,Hybrid,Semi-automatic,107755,5,4,6244
Volkswagen,PASSAT,2023,2.9,Electric,Semi-automatic,142524,3,3,13049
Mercedes,C-CLASS,2020,3.0,Electric,Manual,280056,4,5,9498
Toyota,CAMRY,2004,3.5,Diesel,Semi-automatic,97304,5,3,6853
Kia,SPORTAGE,2015,4.9,Electric,Semi-automatic,165779,2,4,12184
Toyota,CAMRY,2010,4.6,Petrol,Automatic,77111,5,1,11657
Ford,EXPLORER,2019,2.3,Diesel,Semi-automatic,181347,5,4,8473
Audi,A3,2016,1.2,Petrol,Semi-automatic,21081,4,1,9678
Volkswagen,GOLF,2013,3.2,Petrol,Manual,27181,3,5,10656
Chevrolet,IMPALA,2000,3.8,Petrol,Semi-automatic,201447,3,1,3871
Chevrolet,IMPALA,2016,1.7,Petrol,Automatic,134308,2,3,9413
Volkswagen,PASSAT,2013,4.7,Diesel,Semi-automatic,292493,3,4,6850
Bmw,X5,2002,2.8,Diesel,Automatic,28667,5,2,8426
Chevrolet,IMPALA,2014,1.6,Hybrid,Semi-automatic,22850,4,1,10443
Bmw,X5,2023,1.1,Electric,Manual,214545,2,1,9809
Mercedes,C-CLASS,2001,1.4,Petrol,Automatic,141763,5,1,4464
Bmw,X5,2003,2.2,Diesel,Automatic,270036,3,1,3299
Hyundai,SONATA,2005,1.1,Electric,Manual,283046,2,2,3039
Kia,RIO,2006,3.7,Diesel,Automatic,74299,3,1,9614
Honda,ACCORD,2023,2.3,Hybrid,Semi-automatic,238121,5,3,9537
Mercedes,GLA,2005,4.2,Petrol,Manual,243792,3,2,4924
Hyundai,SONATA,2018,2.5,Diesel,Automatic,82704,3,2,11845
Volkswagen,PASSAT,2019,1.0,Hybrid,Semi-automatic,70555,2,5,10388
Bmw,5 SERIES,2014,3.8,Electric,Semi-automatic,184849,3,3,10403
Mercedes,E-CLASS,2017,3.5,Petrol,Manual,197100,2,5,8758
Honda,CIVIC,2007,3.2,Petrol,Automatic,132511,4,4,8249
Honda,ACCORD,2013,2.6,Electric,Semi-automatic,119318,3,4,10213
Mercedes,C-CLASS,2007,4.9,Diesel,Automatic,292765,2,3,6744
Toyota,COROLLA,2019,2.6,Electric,Automatic,75419,2,4,14391
Honda,ACCORD,2018,3.0,Electric,Automatic,153562,2,1,12928
Toyota,COROLLA,2010,3.0,Hybrid,Manual,268069,4,2,5738
Mercedes,C-CLASS,2010,4.7,Petrol,Automatic,210551,3,4,9088
Chevrolet,EQUINOX,2023,4.0,Diesel,Manual,150209,4,3,11995
Volkswagen,PASSAT,2000,4.6,Electric,Semi-automatic,191267,5,3,6874
Audi,A4,2004,4.5,Petrol,Automatic,293787,2,2,5424
Bmw,X5,2018,4.1,Electric,Automatic,218564,5,2,12728
Ford,FIESTA,2004,1.8,Hybrid,Manual,9861,2,2,7902
Volkswagen,TIGUAN,2023,2.8,Petrol,Manual,971,5,5,13780
Chevrolet,IMPALA,2012,4.1,Hybrid,Manual,49237,5,3,11815
Toyota,CAMRY,2022,4.1,Petrol,Semi-automatic,104642,2,2,12707
Chevrolet,MALIBU,2023,3.8,Electric,Automatic,69740,2,1,16905
Volkswagen,TIGUAN,2015,4.8,Petrol,Semi-automatic,92126,2,1,11557
Hyundai,ELANTRA,2019,4.6,Electric,Automatic,1406,5,3,17871
Chevrolet,MALIBU,2014,2.5,Electric,Semi-automatic,215425,5,4,8491
Hyundai,SONATA,2012,1.4,Electric,Manual,1427,4,1,11071
Hyundai,SONATA,2021,2.7,Hybrid,Manual,208809,4,2,9923
Toyota,COROLLA,2003,2.1,Electric,Semi-automatic,194695,5,5,5206
Audi,A4,2017,4.9,Hybrid,Manual,174684,4,4,11606
Chevrolet,MALIBU,2010,4.3,Hybrid,Manual,135842,5,5,9683
Kia,SPORTAGE,2009,1.4,Petrol,Automatic,83765,2,4,8024
Chevrolet,MALIBU,2017,1.1,Diesel,Manual,25313,5,4,9793
Mercedes,GLA,2000,4.9,Electric,Manual,265649,4,4,5687
Kia,SPORTAGE,2013,1.2,Electric,Semi-automatic,289471,3,2,5410
Kia,OPTIMA,2012,2.6,Diesel,Semi-automatic,124589,5,3,7808
Mercedes,GLA,2001,3.0,Diesel,Manual,234085,3,5,2718
Audi,Q5,2002,2.5,Diesel,Automatic,83937,5,1,7021
Chevrolet,MALIBU,2016,3.3,Electric,Manual,261869,2,1,8962
Volkswagen,GOLF,2008,1.3,Petrol,Semi-automatic,289632,2,4,2007
Honda,CIVIC,2023,1.1,Petrol,Manual,100661,3,3,10086
Mercedes,E-CLASS,2013,1.7,Hybrid,Automatic,193015,4,3,8339
Hyundai,TUCSON,2021,4.7,Electric,Semi-automatic,128351,5,3,14532
Hyundai,SONATA,2001,4.1,Electric,Manual,14935,4,5,10201
Toyota,RAV4,2020,3.8,Hybrid,Semi-automatic,229479,5,3,10310
Mercedes,C-CLASS,2002,2.8,Diesel,Manual,166969,2,5,4160
Volkswagen,GOLF,2008,1.8,Hybrid,Semi-automatic,165836,4,5,5983
Kia,SPORTAGE,2016,1.4,Diesel,Manual,10910,3,1,10081
Toyota,RAV4,2019,3.2,Diesel,Manual,122669,5,2,10546
Kia,RIO,2010,3.9,Diesel,Automatic,81626,5,2,10867
Honda,CR-V,2002,4.9,Petrol,Automatic,62111,3,1,9857
Mercedes,C-CLASS,2003,1.3,Hybrid,Manual,124806,4,5,4803
Ford,FOCUS,2021,3.3,Diesel,Semi-automatic,288662,3,4,7926
Audi,Q5,2014,3.4,Diesel,Automatic,39460,3,2,12410
Toyota,CAMRY,2012,4.4,Electric,Manual,94413,3,4,12211
Chevrolet,EQUINOX,2008,2.8,Petrol,Automatic,105651,5,4,8686
Hyundai,TUCSON,2013,2.5,Diesel,Automatic,144244,2,3,9115
Hyundai,TUCSON,2000,4.2,Diesel,Manual,22625,3,3,7847
Audi,A3,2012,3.1,Hybrid,Semi-automatic,94118,3,1,9917
Ford,FIESTA,2008,1.4,Electric,Manual,1123,5,4,9877
Honda,CIVIC,2002,4.9,Hybrid,Automatic,27258,2,5,11554
Audi,Q5,2007,2.7,Electric,Automatic,42484,4,3,11550
Audi,Q5,2008,4.7,Diesel,Automatic,294229,3,4,6815
Audi,A4,2009,2.5,Diesel,Manual,229907,2,3,4701
Honda,CR-V,2009,4.3,Diesel,Manual,138053,5,1,8338
Ford,FIESTA,2006,1.4,Diesel,Automatic,276510,3,2,3269
Bmw,3 SERIES,2016,3.2,Hybrid,Automatic,249206,5,2,9615
Bmw,3 SERIES,2011,3.4,Diesel,Manual,204328,5,2,6713
Volkswagen,GOLF,2015,2.0,Petrol,Manual,31848,4,5,9963
Chevrolet,IMPALA,2011,1.1,Petrol,Automatic,184647,2,1,6307
Kia,RIO,2005,3.1,Electric,Semi-automatic,226621,4,2,6167
Hyundai,ELANTRA,2021,1.2,Diesel,Automatic,198986,3,1,9120
Bmw,3 SERIES,2011,4.0,Diesel,Semi-automatic,203506,5,5,7329
Bmw,5 SERIES,2006,2.5,Electric,Automatic,57444,2,1,10751
Audi,A4,2021,2.3,Diesel,Manual,238144,2,1,7937
Audi,A4,2017,2.3,Diesel,Manual,231788,4,5,6864
Kia,SPORTAGE,2009,2.8,Hybrid,Automatic,47046,2,2,11159
Volkswagen,GOLF,2011,1.8,Hybrid,Manual,274097,5,4,4718
Audi,A3,2010,4.3,Petrol,Semi-automatic,258241,3,5,6235
Audi,A3,2003,3.4,Hybrid,Semi-automatic,266526,4,3,4069
Honda,CR-V,2023,1.8,Electric,Automatic,3235,5,4,16235
Honda,ACCORD,2013,1.3,Electric,Semi-automatic,175515,3,3,7789
Bmw,5 SERIES,2005,1.4,Petrol,Manual,212695,5,1,2746
Volkswagen,TIGUAN,2015,3.7,Diesel,Semi-automatic,231703,4,1,7665
Honda,CIVIC,2001,1.9,Diesel,Semi-automatic,156936,5,2,3161
Volkswagen,TIGUAN,2002,1.9,Diesel,Automatic,8589,4,5,7928
Audi,Q5,2008,1.1,Electric,Semi-automatic,289703,4,2,3805
Volkswagen,PASSAT,2001,4.2,Hybrid,Manual,66109,5,5,8277
Toyota,RAV4,2012,3.9,Electric,Manual,161261,5,2,10374
Bmw,3 SERIES,2015,2.7,Diesel,Manual,133476,5,4,8630
Hyundai,ELANTRA,2018,2.5,Petrol,Manual,189081,2,1,8218
Chevrolet,EQUINOX,2019,3.3,Electric,Semi-automatic,223568,5,2,10628
Kia,SPORTAGE,2021,4.2,Electric,Manual,246820,2,5,11663
Hyundai,TUCSON,2018,3.0,Petrol,Automatic,151956,5,4,10960
Volkswagen,PASSAT,2013,4.0,Petrol,Manual,244725,3,3,7105
Bmw,5 SERIES,2011,2.1,Diesel,Automatic,202184,4,2,6956
Audi,A3,2003,1.7,Diesel,Automatic,255899,3,1,3082
Bmw,5 SERIES,2004,3.2,Petrol,Manual,274253,4,1,3014
Hyundai,SONATA,2009,4.0,Petrol,Automatic,162223,5,5,9055
Bmw,X5,2012,2.5,Diesel,Automatic,105611,3,2,9587
Hyundai,TUCSON,2006,3.1,Petrol,Automatic,48668,4,3,9526
Mercedes,C-CLASS,2021,2.7,Diesel,Automatic,94677,3,5,12706
Toyota,CAMRY,2012,2.2,Diesel,Semi-automatic,26162,3,5,9376
Audi,A4,2003,3.6,Hybrid,Manual,189266,3,5,5814
Bmw,3 SERIES,2019,2.2,Petrol,Automatic,102893,4,5,11442
Audi,A4,2006,3.4,Petrol,Manual,61829,2,2,8063
Bmw,X5,2020,4.2,Petrol,Manual,177156,5,1,10756
Bmw,3 SERIES,2023,2.9,Diesel,Automatic,211902,2,4,11161
Ford,FIESTA,2013,1.1,Electric,Automatic,182152,5,5,8956
Honda,CIVIC,2016,4.9,Hybrid,Automatic,292909,5,5,10441
Audi,A3,2021,3.8,Diesel,Semi-automatic,295818,4,2,8283
Bmw,5 SERIES,2019,3.0,Electric,Semi-automatic,120036,5,2,12399
Kia,RIO,2006,3.3,Electric,Automatic,155565,2,5,9588
Kia,RIO,2016,4.5,Diesel,Semi-automatic,186516,5,3,9669
Hyundai,SONATA,2014,4.9,Diesel,Semi-automatic,297306,2,2,7253
Kia,OPTIMA,2023,2.4,Electric,Automatic,167039,5,1,13559
Toyota,CAMRY,2005,3.5,Electric,Semi-automatic,19095,4,3,10718
Audi,Q5,2014,2.4,Petrol,Manual,252688,3,4,5646
Hyundai,TUCSON,2015,4.0,Hybrid,Manual,137933,2,5,10841
Chevrolet,IMPALA,2004,3.6,Hybrid,Semi-automatic,82916,4,3,8241
Ford,FIESTA,2001,1.9,Electric,Automatic,88822,3,5,8023
Audi,A4,2003,4.2,Hybrid,Semi-automatic,57423,5,1,9051
Ford,EXPLORER,2016,4.6,Hybrid,Manual,106240,3,4,12375
Honda,ACCORD,2019,3.6,Petrol,Manual,205452,3,3,9290
Kia,OPTIMA,2000,4.8,Petrol,Automatic,19096,4,5,10018
Audi,A3,2018,4.4,Hybrid,Manual,145623,4,1,11987
Kia,SPORTAGE,2012,1.7,Diesel,Manual,215694,2,5,5086
Bmw,3 SERIES,2003,4.6,Electric,Manual,163353,2,5,8332
Volkswagen,GOLF,2016,3.9,Hybrid,Semi-automatic,18025,5,5,13439
Audi,A3,2017,2.5,Electric,Semi-automatic,210605,5,2,9487
Chevrolet,IMPALA,2007,3.7,Petrol,Manual,87940,4,3,8141
Audi,Q5,2017,3.0,Diesel,Automatic,61090,4,5,12478
Honda,CIVIC,2015,2.2,Diesel,Manual,36391,2,4,10072
Honda,ACCORD,2020,3.3,Petrol,Automatic,207584,2,2,10748
Ford,FOCUS,2023,3.7,Electric,Manual,27676,2,3,16146
Mercedes,C-CLASS,2016,1.1,Hybrid,Semi-automatic,62254,5,5,9754
Hyundai,TUCSON,2015,4.3,Electric,Manual,239633,3,5,10107
Toyota,RAV4,2000,4.4,Electric,Manual,83650,4,3,8827
Volkswagen,TIGUAN,2000,3.5,Hybrid,Manual,68081,5,1,7238
Chevrolet,MALIBU,2020,2.3,Diesel,Manual,216925,4,2,8061
Chevrolet,EQUINOX,2023,2.9,Hybrid,Manual,70186,5,3,13496
Honda,ACCORD,2001,3.4,Diesel,Automatic,173293,2,5,5834
Hyundai,ELANTRA,2005,1.8,Diesel,Manual,171240,5,4,3975
Toyota,CAMRY,2002,2.6,Petrol,Manual,45687,2,4,6386
Mercedes,GLA,2018,4.4,Electric,Automatic,91226,3,4,15575
Audi,A3,2014,3.5,Hybrid,Automatic,92476,4,4,12450
Bmw,5 SERIES,2018,4.3,Diesel,Manual,255802,2,5,8683
Bmw,5 SERIES,2003,5.0,Electric,Semi-automatic,151430,5,4,8971
Honda,CR-V,2013,3.9,Electric,Manual,223151,5,4,9436
Chevrolet,EQUINOX,2012,2.9,Petrol,Manual,45211,4,1,9695
Bmw,X5,2011,2.6,Petrol,Semi-automatic,243572,5,1,5128
Hyundai,TUCSON,2011,3.3,Hybrid,Manual,135585,3,3,8988
Bmw,3 SERIES,2008,2.7,Hybrid,Automatic,260076,3,1,6498
Kia,OPTIMA,2008,3.9,Electric,Automatic,172054,4,4,10458
Bmw,5 SERIES,2004,3.0,Electric,Automatic,183618,2,5,8127
Volkswagen,GOLF,2009,2.4,Electric,Manual,87845,5,1,9443
Volkswagen,PASSAT,2005,3.2,Diesel,Semi-automatic,235077,2,3,4098
Honda,CIVIC,2013,2.8,Diesel,Automatic,94923,5,2,10401
Ford,FOCUS,2018,3.5,Diesel,Semi-automatic,250184,5,5,7996
Volkswagen,TIGUAN,2004,2.2,Petrol,Manual,34276,5,4,6814
Ford,FIESTA,2019,3.7,Electric,Automatic,62114,2,4,15757
Hyundai,ELANTRA,2022,5.0,Diesel,Automatic,135041,2,2,14499
Ford,EXPLORER,2023,4.7,Hybrid,Semi-automatic,102316,4,1,14653
Chevrolet,IMPALA,2009,2.4,Diesel,Manual,78039,5,2,7639
Kia,SPORTAGE,2003,2.1,Electric,Automatic,93531,5,5,8729
Audi,Q5,2003,4.0,Diesel,Manual,132213,5,5,6355
Honda,ACCORD,2022,3.4,Diesel,Semi-automatic,166527,4,1,10769
Hyundai,TUCSON,2001,5.0,Petrol,Automatic,160877,5,1,7682
Bmw,5 SERIES,2018,3.0,Electric,Automatic,261639,3,1,10767
Kia,OPTIMA,2003,4.6,Petrol,Automatic,47168,4,2,10156
Ford,FIESTA,2000,3.2,Diesel,Manual,195410,4,1,3391
Chevrolet,IMPALA,2015,2.7,Petrol,Semi-automatic,93537,2,2,9429
Ford,FOCUS,2007,4.9,Petrol,Manual,18861,2,4,10722
Chevrolet,MALIBU,2001,2.9,Electric,Semi-automatic,57004,5,1,8159
Honda,ACCORD,2006,2.5,Hybrid,Manual,122245,5,2,6955
Audi,A4,2022,4.6,Electric,Manual,159544,5,2,14109
Kia,SPORTAGE,2017,2.7,Electric,Semi-automatic,254486,5,5,8810
Toyota,CAMRY,2014,1.4,Diesel,Semi-automatic,295680,5,3,3786
Chevrolet,IMPALA,2006,4.3,Petrol,Semi-automatic,3923,5,4,10121
Volkswagen,TIGUAN,2005,1.1,Hybrid,Semi-automatic,95418,4,5,5791
Kia,OPTIMA,2023,3.5,Petrol,Automatic,65179,5,3,14696
Bmw,5 SERIES,2011,4.2,Diesel,Manual,20334,2,1,11193
Toyota,COROLLA,2005,3.7,Hybrid,Manual,53501,2,5,9229
Mercedes,E-CLASS,2010,2.9,Petrol,Semi-automatic,272714,3,3,4545
Kia,RIO,2010,4.2,Electric,Automatic,177834,2,1,11243
Hyundai,TUCSON,2009,1.2,Electric,Semi-automatic,154527,5,4,6909
Ford,EXPLORER,2015,3.8,Petrol,Manual,77869,4,1,10842
Bmw,X5,2009,1.4,Electric,Manual,164195,4,4,6916
Chevrolet,MALIBU,2020,2.6,Diesel,Manual,240811,4,1,7883
Hyundai,TUCSON,2016,4.8,Electric,Automatic,42962,2,2,16340
Audi,A3,2015,1.2,Hybrid,Manual,28441,3,5,10231
Ford,EXPLORER,2013,2.1,Hybrid,Manual,223480,5,5,6630
Audi,Q5,2019,2.9,Electric,Automatic,39310,3,1,15413
Ford,FIESTA,2020,2.3,Hybrid,Manual,148290,5,2,10434
Hyundai,ELANTRA,2018,4.2,Electric,Manual,86529,3,5,13969
Chevrolet,IMPALA,2008,3.0,Diesel,Manual,63631,5,5,8227
Volkswagen,TIGUAN,2012,4.1,Electric,Manual,4081,2,2,13718
Chevrolet,EQUINOX,2015,2.7,Diesel,Semi-automatic,278961,2,4,5720
Bmw,5 SERIES,2003,1.3,Diesel,Semi-automatic,175570,5,1,2788
Chevrolet,MALIBU,2019,3.7,Diesel,Semi-automatic,285346,5,2,7793
Audi,Q5,2003,4.1,Hybrid,Automatic,58845,2,3,10423
Volkswagen,GOLF,2023,4.0,Hybrid,Semi-automatic,239018,5,2,11219
Chevrolet,IMPALA,2009,1.8,Petrol,Automatic,150497,3,4,7090
Toyota,CAMRY,2019,2.9,Diesel,Semi-automatic,64568,5,4,11408
Honda,CR-V,2011,4.8,Petrol,Automatic,120113,3,3,11297
Volkswagen,TIGUAN,2019,2.5,Petrol,Manual,230727,3,1,7685
Kia,SPORTAGE,2020,1.7,Petrol,Automatic,187468,3,4,9550
Chevrolet,MALIBU,2004,1.4,Electric,Manual,114096,2,3,6418
Volkswagen,PASSAT,2016,4.8,Diesel,Semi-automatic,188728,4,1,9925
Bmw,3 SERIES,2015,4.5,Electric,Manual,140987,2,4,12280
Mercedes,GLA,2007,3.3,Petrol,Semi-automatic,284495,2,5,3810
